x_1,t_eng_1,t_fil_1,x_2,t_eng_2,t_fil_2,label,bisim,editex,editex_separate_substitutions,editex_separate_insertions,editex_separate_deletions,lcsubstring,lcsuf,levenshtein,levenshtein_consonant,levenshtein_separate_substitutions,levenshtein_separate_insertions,levenshtein_separate_deletions,prefix,visual_weighted,visual_weighted_separate_substitutions,visual_weighted_separate_insertions,visual_weighted_separate_deletions,aline_eng_kondrak_eng,aline_eng_kondrak_fil,aline_ph_mc_eng,aline_ph_mc_fil,len_diff,common_prefix_len,common_suffix_len,consonant_count_diff,syllable_diff,syllable_count_diff,vowel_count_diff,fil_vowel_skeleton_match,fil_penult_vowel_match,fil_onset_match,fil_coda_match,fil_phonetic_equal,n_marked,english_prominence_match
labetalol,læbɪtælɑːl,labetalol,lamotrigine,læmətɹɪdʒɪn,lamotɾigine,1,0.18181819,0.675,6,2,0,0.18181819,0.0,0.27272725,0.3333333,6,2,0,0.18181819,0.65,6,2,0,0.51594204,0.4910448,0.39710146,0.4761194,2,2,0,1,1,0,1,0,0,1,0,0,0,1
clomiphene,klɑːmɪfiːn,klomiphene,clomipramine,kləmɪpɹɐmiːn,klomipɾamine,1,0.5833333,0.8604651,2,2,0,0.5,0.16666667,0.6666666,0.71428573,2,2,0,0.5,0.8409091,2,2,0,0.64492756,0.7,0.5782609,0.6486486,2,6,2,1,1,1,1,0,0,1,1,0,0,1
myleran,maɪlɚɹən,mjleɾan,myzilra,maɪzɪlɹə,mjzilɾa,0,0.42857143,0.7407408,2,1,1,0.2857143,0.0,0.4285714,0.6,2,1,1,0.2857143,0.7407408,2,1,1,0.71666664,0.73333335,0.71666664,0.7111111,0,2,0,0,0,0,0,1,1,1,0,0,0,1
benicar,bɪnɪkɑːɹ,benikaɾ,sensipar,sɛnsɪpɑːɹ,sensipaɾ,0,0.25,0.8,2,1,0,0.25,0.25,0.625,0.39999998,2,1,0,0.0,0.8,2,1,0,0.68,0.682,0.68,0.682,1,0,2,1,0,0,0,0,1,0,1,0,1,0
benadryl,bɛnɐdɹɪl,benadɾjl,bontril,bɔntɹəl,bontɾil,0,0.125,0.8333333,3,0,1,0.125,0.125,0.5,0.6666666,3,0,1,0.125,0.7241379,3,0,1,0.822,0.66346157,0.762,0.66346157,1,1,1,1,0,1,0,0,0,1,1,0,0,0
isordil,aɪsoːɹdɪl,ʔisoɾdil,plendil,plɛndɪl,plendil,1,0.2857143,0.75,4,0,0,0.42857143,0.42857143,0.4285714,0.39999998,4,0,0,0.0,0.6923077,4,0,0,0.5104167,0.5,0.50208336,0.492,0,0,3,1,1,1,1,0,0,0,1,0,0,0
depo medrol,dɪpoʊ mɛdɹɑːl,depomedɾol,solu medrol,sɑːluː mɛdɹɑːl,solumedɾol,1,0.54545456,0.85,4,0,0,0.6363636,0.6363636,0.6363636,0.71428573,4,0,0,0.0,0.8,4,0,0,0.7910448,0.8145161,0.680597,0.7919355,0,0,7,0,0,0,0,0,1,0,1,0,0,1
pitocin,pɪɾəsɪn,pitosjn,pitressin,pɪtɹɪsɪn,pitɾessin,1,0.44444445,0.8387097,2,2,0,0.33333334,0.22222222,0.5555556,0.5,2,2,0,0.33333334,0.75,2,2,0,0.808,0.622807,0.748,0.622807,2,3,2,2,0,0,0,0,0,1,1,0,0,1
avandia,ævændiə,ʔavandia,lazanda,læzændə,lasanda,0,0.2857143,0.7777778,1,1,1,0.42857143,0.14285715,0.57142854,0.5,1,1,1,0.0,0.78571427,1,1,1,0.8604651,0.75416666,0.81395346,0.67083335,0,0,1,1,0,1,1,0,0,0,0,0,0,0
cometriq,kəmɛtɹɪk,kometɾik,contrave,kɑːntɹəviː,kontɾave,0,0.375,0.75,3,1,1,0.25,0.0,0.375,0.6,3,1,1,0.25,0.71875,3,1,1,0.724,0.73,0.632,0.654,0,2,0,0,0,1,0,0,0,1,0,0,0,0
tegretol,tɛgɹɪtɑːl,tegɾetol,trental,tɹɛntəl,tɾental,1,0.25,0.76666665,1,1,2,0.25,0.125,0.5,0.6,1,1,2,0.125,0.73333335,1,1,2,0.654,0.644,0.606,0.54,1,1,1,0,1,1,1,0,1,1,1,0,0,0
poly rx,pɑːli ɑːɹɹɛks,poljɾks,polymox,pɑːlɪmɑːks,poljmoks,0,0.5714286,0.84615386,1,1,0,0.5714286,0.14285715,0.71428573,0.6666666,2,0,0,0.5714286,0.84615386,1,1,0,0.6451613,0.6980769,0.5467742,0.6980769,0,4,1,0,1,1,1,0,0,1,1,0,0,1
sorafenib,soːɹeɪfnɪb,soɾafenib,sunitinib,sjuːnɪtɪnɪb,sunitinib,1,0.33333334,0.8055556,5,0,0,0.33333334,0.33333334,0.44444442,0.6,5,0,0,0.11111111,0.75,5,0,0,0.64032257,0.8218182,0.63064516,0.7090909,0,1,3,0,0,0,0,1,1,1,1,0,0,1
remeron,ɹɪmɜːɹən,ɾemeɾon,demerol,dɛmɚɹɑːl,demeɾol,0,0.5714286,0.85714287,2,0,0,0.71428573,0.0,0.71428573,0.5,2,0,0,0.0,0.85714287,2,0,0,0.69069767,0.75581396,0.6348837,0.74651164,0,0,0,0,0,0,0,0,1,0,0,0,1,0
cefuroxime,sɛfjʊɹɹɑːksaɪm,kefuɾoksime,chibroxin,tʃɪbɹəksɪn,ʧibɾoksin,0,0.4,0.7837838,4,0,1,0.4,0.0,0.5,0.5,4,0,1,0.1,0.7631579,4,0,1,0.6469136,0.72686565,0.5888889,0.71791047,1,1,0,1,2,1,2,0,1,0,0,0,0,1
viracept,vɜːɹeɪsəpt,viɾakept,viramune,vɜːɹɐmjuːn,viɾamune,1,0.5,0.78125,4,0,0,0.5,0.0,0.5,0.39999998,4,0,0,0.5,0.75,4,0,0,0.5672727,0.556,0.37818182,0.544,0,4,0,1,1,0,1,0,0,1,0,0,0,1
diabenese,daɪəbəniːz,diabenese,diamox,daɪəmɑːks,diʔamoks,1,0.33333334,0.67857146,4,0,3,0.33333334,0.0,0.3333333,0.25,3,0,3,0.33333334,0.6333333,3,0,3,0.68490565,0.62830186,0.5924528,0.50754714,3,3,0,1,2,1,2,0,0,1,1,0,0,1
bicillin c r,baɪsɪlɪn siː ɑːɹ,bjsillinkɾ,bicillin l a,baɪsɪlɪn ɛl eɪ,bjsillinlʔa,1,0.75,0.8947368,2,0,0,0.75,0.0,0.8333333,0.7777778,2,0,0,0.75,0.88235295,2,0,0,0.8,0.76760566,0.7361111,0.76760566,0,9,0,1,1,1,1,0,1,1,0,0,0,1
ancef in dextrose 5 in plastic container,ænsɛf ɪn dɛkstɹoʊz faɪv ɪn plæstɪk kənteɪnɚ,ʔankefʔindekstɾose5ʔinplastikkontaʔineɾ,branchamin 4 in plastic container,bɹæntʃɐmɪn foːɹ ɪn plæstɪk kənteɪnɚ,bɾanʧamin4ʔinplastikkontaʔineɾ,0,0.6,0.79310346,5,2,7,0.525,0.525,0.625,0.5925926,4,2,9,0.0,0.78688526,2,3,8,0.660262,0.61125,0.64323145,0.5804167,7,0,21,2,3,3,3,0,1,0,1,0,0,1
methazolamide,mɛθeɪzɑːlɐmaɪd,methasolamide,methimazole,mɛθɪmæzoʊl,methimasole,1,0.53846157,0.76086956,5,0,2,0.30769232,0.07692308,0.53846157,0.57142854,0,2,4,0.30769232,0.75,0,2,4,0.6103896,0.6455696,0.4987013,0.5822785,2,4,1,1,1,1,1,0,1,1,0,0,0,1
vascor,væskɚ,vkoɾ,vascoray,væskoːɹeɪ,vkoɾaj,0,0.75,0.88,0,2,0,0.75,0.0,0.75,0.8,0,2,0,0.75,0.85714287,0,2,0,0.59166664,0.68421054,0.59166664,0.68421054,2,6,0,1,1,1,1,0,0,1,0,0,0,0
clonazepam,klɑːneɪzpæm,klonasepam,clonidine,klɑːnɪdiːn,klonidine,1,0.4,0.7631579,5,0,1,0.4,0.0,0.39999998,0.5,5,0,1,0.4,0.68421054,5,0,1,0.7903226,0.7467742,0.78064513,0.61612904,1,4,0,1,0,1,0,0,1,1,0,0,0,1
migalastat,mɪgɐlæstæt,migalastat,miostat,mɪɑːstæt,miostat,0,0.5,0.78787875,1,0,3,0.4,0.4,0.6,0.6666666,1,0,3,0.2,0.7647059,1,0,3,0.59354836,0.58387095,0.59354836,0.5064516,3,2,4,2,2,1,1,0,0,1,1,0,0,0
glipizide,glɪpɪzaɪd,glipizide,glimepiride,glaɪmpɪɹɪd,glimepiɾide,0,0.54545456,0.85,1,2,0,0.27272728,0.27272728,0.72727275,0.6666666,1,2,0,0.27272728,0.84210527,1,2,0,0.7951613,0.73134327,0.66935486,0.73134327,2,3,3,1,1,1,1,0,1,1,1,0,0,1
mucinex d,mjuːsaɪnɛks diː,mukʔeksd,mucinex dm,mjuːsaɪnɛks diːɛm,mukʔeksdm,1,0.9,0.9411765,0,1,0,0.9,0.0,0.9,0.85714287,0,1,0,0.9,0.9411765,0,1,0,0.88372093,0.88135594,0.872093,0.88135594,1,9,0,1,0,0,0,1,1,1,0,0,0,1
ditropan xl,dɪtɹəpæn ɛksɛl,ditɾopanksl,innopran xl,ɪnnɑːpɹən ɛksɛl,ʔinnopɾanksl,0,0.45454547,0.7948718,2,1,1,0.45454547,0.45454547,0.6363636,0.5,2,1,1,0.0,0.7948718,2,1,1,0.7345679,0.63461536,0.67777777,0.62948716,0,0,5,0,0,0,0,0,0,0,1,0,0,1
fiorinal,fɪoːɹɪnəl,fioɾinal,afrinol,æfɹɪnɑːl,ʔafɾinol,0,0.25,0.79310346,3,0,1,0.375,0.125,0.5,1.0,3,0,1,0.0,0.73333335,3,0,1,0.7270833,0.692,0.68541664,0.568,1,0,1,0,0,1,1,0,0,0,1,0,0,1
atrovent,ætɹoʊvənt,ʔatɾovent,gastrovist,gæstɹəvɪst,gastɾovist,0,0.3,0.8055556,2,2,0,0.4,0.1,0.6,0.57142854,2,2,0,0.0,0.7777778,2,2,0,0.6984375,0.71875,0.5453125,0.690625,2,0,1,2,0,0,0,1,1,0,1,0,0,1
inderide la 120 50,ɪndɪɹaɪd læ wʌnhʌndɹɪd twɛnti fɪfti,ʔindeɾidela12050,inderide la 80 50,ɪndɪɹaɪd læ eɪɾi fɪfti,ʔindeɾidela8050,0,0.8333333,1.0,0,0,0,0.6666667,0.22222222,0.8888889,0.84615386,1,0,1,0.6666667,1.0,0,0,0,0.46217617,1.0,0.4611399,1.0,1,12,4,0,0,0,0,1,1,1,1,1,0,1
cefazolin,sɛfɐzɑːlɪn,kʔefasolin,mezlin,mɛzlɪn,meslin,0,0.22222222,0.73333335,1,0,3,0.33333334,0.33333334,0.5555556,0.6,1,0,3,0.0,0.71428573,1,0,3,0.5254545,0.46935484,0.45454547,0.4032258,3,0,3,1,2,2,2,0,0,0,1,0,0,0
prednisolone,pɹɪdnɪsəloʊn,pɾednisolone,fernisolone p,fɜːnɪsɑːloʊn piː,feɾnisolonep,0,0.53846157,0.8541667,2,1,1,0.61538464,0.0,0.6153846,0.5,2,2,1,0.0,0.8333333,2,1,1,0.727027,0.8081081,0.7,0.8027027,1,0,0,0,0,2,0,0,1,0,0,0,0,1
alprazolam,ælpɹɐzɑːlæm,ʔalpɾasolam,clonazepam,klɑːneɪzpæm,klonasepam,1,0.2,0.775,5,0,0,0.2,0.2,0.5,0.3333333,5,0,0,0.0,0.75,5,0,0,0.5467742,0.46086955,0.4016129,0.46666667,0,0,2,0,0,0,0,0,0,0,1,0,0,1
reprexain,ɹɪpɹɛkseɪn,ɾepɾeksaʔin,zyprexa,zɪpɹɛksə,zjpɾeksaʔ,1,0.44444445,0.8064516,2,0,2,0.5555556,0.0,0.5555556,0.39999998,2,0,2,0.0,0.75,2,0,2,0.7935484,0.7,0.7145161,0.7,2,0,0,0,1,0,2,1,1,0,0,0,0,0
actonel,æktoʊnəl,ʔaktonel,actos,æktoʊz,ʔaktos,1,0.5714286,0.75,1,0,2,0.5714286,0.0,0.57142854,0.5,1,0,2,0.5714286,0.75,1,0,2,0.64375,0.63,0.62708336,0.622,2,4,0,1,1,1,1,0,0,1,0,0,0,0
menactra,mɛnæktɹə,menaktɾa,menomune,mɛnəmjuːn,menomune,1,0.375,0.75,5,0,0,0.375,0.0,0.375,0.39999998,5,0,0,0.375,0.6875,5,0,0,0.656,0.5,0.564,0.38,0,3,0,1,1,0,1,0,0,1,0,0,0,1
carteolol hydrochloride,kɑːɹɾɪɑːlɑːl haɪdɹəkloːɹaɪd,kaɾteololhjdɾoʧloɾide,dobutamine hydrochloride,dəbjuːɾɐmiːn haɪdɹəkloːɹaɪd,dobutaminehjdɾoʧloɾide,0,0.5416667,0.8139535,8,1,0,0.5833333,0.5833333,0.625,0.73333335,8,1,0,0.0,0.8111111,8,1,0,0.7312057,0.7198529,0.6787234,0.6455882,1,0,14,0,2,2,1,0,1,0,1,0,0,1
celebrex,sɛlɪbɹɛks,kelebɾeks,celexa,sɛlɛksə,kʔelksaʔ,1,0.625,0.75,2,0,2,0.5,0.0,0.5,0.6,2,0,2,0.5,0.71428573,2,0,2,0.61403507,0.522807,0.5614035,0.43157893,2,4,0,2,0,0,0,1,1,1,0,0,0,1
cefotetan,sɛfoʊttən,kefotetan,ceftriaxone,sɛftɹɪæksoʊn,keftɾiʔaksone,1,0.27272728,0.7179487,5,2,0,0.27272728,0.0,0.45454544,0.6666666,2,3,1,0.27272728,0.6923077,2,3,1,0.6554054,0.5382716,0.56891894,0.40864196,2,3,0,1,0,0,1,0,0,1,1,0,0,1
levemir,lɛvɪmɪɹ,levemiɾ,lovenox,lʌvnɑːks,lavnoks,1,0.2857143,0.82142854,4,0,0,0.2857143,0.0,0.4285714,0.5,4,0,0,0.14285715,0.75,4,0,0,0.63555557,0.64444447,0.53333336,0.51555556,0,1,0,0,0,0,0,0,0,1,0,0,1,0
dioval,dɪuːvəl,dioval,diovan,dɪɑːvæn,diovan,1,0.8333333,0.9090909,1,0,0,0.8333333,0.0,0.8333333,0.6666666,1,0,0,0.8333333,0.9166667,1,0,0,0.7888889,0.8055556,0.59444445,0.8055556,0,5,0,0,0,0,0,0,1,1,0,0,2,1
velosef 125,vɛloʊsəf wʌnhʌndɹɪd twɛnti faɪv,velosef125,velosef 250,vɛloʊsəf tuːhʌndɹɪd fɪfti,velosef250,0,0.8181818,1.0,0,0,0,0.72727275,0.0,0.8181818,0.75,0,1,1,0.72727275,1.0,0,0,0,0.6764368,1.0,0.67183906,1.0,0,8,0,0,0,0,0,1,1,1,1,1,0,1
tolazamide,tɑːlɐzæmaɪd,tolasamide,tolbutamide,tɑːlbjuːtæmaɪd,tolbutamide,1,0.6363636,0.88095236,2,1,0,0.45454547,0.45454547,0.72727275,0.6666666,2,1,0,0.27272728,0.85714287,2,1,0,0.71486485,0.8313433,0.6554054,0.76865673,1,3,5,1,0,0,0,0,1,1,1,0,0,1
oxybutynin,ɑːksɪbjuːtɪnɪn,ʔoksjbutjnin,oxycodone,ɑːksɪkɑːdoʊn,ʔoksikeodone,1,0.3,0.78947365,5,0,1,0.3,0.0,0.39999998,0.4285714,5,0,1,0.3,0.68421054,5,0,1,0.6621622,0.5769231,0.6081081,0.53846157,1,3,0,2,1,1,1,0,0,1,1,0,1,0
ogivri,ɑːdʒɪvɹi,ʔogivɾiʔ,osvyrti,ɑːsvɪəɾi,ʔosvjɾti,0,0.14285715,0.6923077,3,1,0,0.14285715,0.14285715,0.4285714,0.39999998,3,1,0,0.14285715,0.72,3,1,0,0.75581396,0.5730769,0.67674416,0.5730769,1,1,1,2,1,0,1,1,1,1,1,0,0,0
farxiga,fɑːɹksɪgə,faɾksigaʔ,fetzima,fɛtsɪmə,fetsima,1,0.14285715,0.78571427,4,0,0,0.14285715,0.14285715,0.4285714,0.25,4,0,0,0.14285715,0.71428573,4,0,0,0.628,0.55789477,0.52,0.45964912,0,1,1,0,0,0,0,0,1,1,1,0,0,1
letairis,lɛɾɛɹɪs,letaiɾis,soliris,sɑːlɪɹɪs,soliɾis,0,0.375,0.7586207,3,0,1,0.5,0.5,0.5,0.5,3,0,1,0.0,0.7241379,3,0,1,0.8023256,0.66041666,0.68604654,0.56875,1,0,4,0,0,0,1,0,1,0,1,0,0,1
minoxidil,mɪnəksɪdɪl,minoksidil,monocid,mɑːnoʊsɪd,monosid,0,0.33333334,0.78125,2,0,2,0.22222222,0.0,0.5555556,0.6,2,0,2,0.11111111,0.7741935,2,0,2,0.67741936,0.65645164,0.5,0.64032257,2,1,0,1,1,1,1,0,0,1,0,0,0,1
toradol,toːɹɐdɑːl,toɾadol,tofranil,tɑːfɹɐnɪl,tofɾanil,0,0.375,0.8333333,2,1,0,0.25,0.125,0.625,0.6,2,1,0,0.25,0.79310346,2,1,0,0.726,0.728,0.526,0.708,1,2,1,1,0,0,0,0,1,1,1,0,0,1
adderall 10,ædɚɹɔːl tɛn,ʔadɾol10,adderall 125,ædɚɹɔːl wʌnhʌndɹɪd twɛnti faɪv,ʔadɾol125,0,0.8333333,1.0,0,0,0,0.8333333,0.0,0.8333333,0.7777778,1,1,0,0.8333333,1.0,0,0,0,0.29876542,1.0,0.30123457,1.0,1,10,0,0,0,0,0,1,1,1,1,1,0,1
arista ah,æɹɪstə ɑː,ʔaɾistaa,arixtra,æɹɪkstɹə,ʔaɾikstɾa,1,0.33333334,0.85714287,2,0,1,0.33333334,0.0,0.5555556,0.39999998,2,0,2,0.33333334,0.8,2,0,1,0.686,0.7280702,0.65,0.7280702,2,3,0,0,1,1,1,0,1,1,0,0,0,1
stalevo 125,stæliːvoʊ wʌnhʌndɹɪd twɛnti faɪv,stalevoʔ125,stalevo 150,stæliːvoʊ wʌnhʌndɹɪd fɪfti,stalevoʔ150,0,0.8181818,1.0,0,0,0,0.8181818,0.0,0.8181818,0.75,2,0,0,0.8181818,1.0,0,0,0,0.76609194,1.0,0.7649425,1.0,0,9,0,0,0,0,0,1,1,1,1,1,2,1
k phos neutral,keɪ foʊz nuːtɹəl,kphosneutɾal,neutra phos k,nuːtɹə foʊz keɪ,neutɾaphosk,1,0.35714287,0.57142854,1,4,5,0.42857143,0.0,0.0714286,0.3,12,0,1,0.0,0.5652174,1,4,5,0.49873418,0.47368422,0.40126583,0.47368422,1,0,0,1,0,0,0,0,0,0,0,0,0,0
metadate,mɛɾədeɪt,metadate,methadone,mɛθɐdoʊn,methadone,1,0.44444445,0.8484849,2,1,0,0.33333334,0.11111111,0.6666666,0.6,2,1,0,0.33333334,0.8235294,2,1,0,0.79375,0.7309091,0.75208336,0.64363635,1,3,1,1,0,0,0,0,1,1,0,0,0,1
brevibloc,bɹɛvɪblɑːk,bɾeviblok,brevital,bɹɛvaɪɾəl,bɾevital,1,0.5555556,0.7941176,3,0,1,0.5555556,0.0,0.5555556,0.6666666,3,0,1,0.5555556,0.7647059,3,0,1,0.70526314,0.7157895,0.63684213,0.722807,1,5,0,1,0,0,0,0,0,1,0,0,0,1
flumazenil,fluːmeɪznɪl,flumaʔzenil,flaxedil,flæksɪdɪl,flaʔksedil,0,0.3,0.8055556,2,0,2,0.2,0.2,0.6,0.5,2,0,2,0.2,0.7647059,2,0,2,0.61129034,0.6666667,0.58870965,0.6666667,2,2,2,1,1,1,1,0,1,1,1,0,0,1
coenzyme q10,koʊɛnzaɪm kjuː tɛn,kojsjmek10,cometriq,kəmɛtɹɪk,kometɾik,1,0.25,0.72727275,5,0,1,0.16666667,0.0,0.3333333,0.22222221,4,0,4,0.16666667,0.6764706,5,0,1,0.43956044,0.52692306,0.31428573,0.5,4,2,0,1,1,1,0,0,1,1,0,0,0,0
centrax,sɛntɹæks,kentɾaks,contrave,kɑːntɹəviː,kontɾave,0,0.5,0.8333333,2,1,0,0.5,0.0,0.625,0.8,2,1,0,0.125,0.8,2,1,0,0.7134615,0.77692306,0.5596154,0.77692306,1,1,0,0,1,0,1,0,0,0,0,0,0,0
abiraterone acetate,æbɚɹæɾɚɹoʊn æsɪteɪt,ʔabiɾateɾoneʔaketate,icatibant acetate,aɪkɐtɪbənt æsɪteɪt,ʔikatibantʔaketate,0,0.42105263,0.82089555,5,0,2,0.42105263,0.42105263,0.6315789,0.5555556,5,0,2,0.0,0.7941176,5,0,2,0.6575472,0.7108333,0.5311321,0.6433333,2,0,8,0,2,2,2,0,1,1,1,0,0,1
