drug_name
azopt
azor 500
azost
azostal
azper
azralid
azro
azrock
azthrex
aztmagrand
aztocin
aztram
aztrate xr
aztrate xr plus
aztrem
aztrocin
aztrozin
azukon mr
azulix
azurin
azyth
azyth d
azythrex
b 12 ankermann
b in cee
b bact
b bloc
b cane heavy
b com
b com forte
b forte
b lact
b penem iv
b plex
b potent
b prime complex
b prime plus
b protenerv
b rex
b rite
bnp
b1bloc
b3 c
b3b
baamcillin 1000
baamcillin 250
baamcillin 500
babapress 16
babapress 8
babyface 3
bac 10
bacefaz
bacefime
bacefur
bacefur 500
bacimex
bacipro
baclecin 500
baclisolv
baclor
bacracil
bacrelba
bacrocin
bacsel
bactacare
bactacin
bactacin 750
bactafuz
bactafuz b
bactalev 15
bactalev 750
bactamed
bactan
bactaz
bactend
bacterad 500
bacterase
bactestop
bactezole
bacticare
bacticef
bacticide
bacticin
bacticon
bacticox
bacticox 125
bacticox 250
bacticox 375
bacticox 625
bactidol
bactidol extra soothing
bactidol heavy phlegm relief
bactidol itchy cough relief
bactier
bactiflox
bactifree
bactigard
bactigent
bactille ts
bactillin
bactinext
bactinil
bactiox
bactisul
bactiv
bactiv 1 g
bactiv 625
bactixime
bactizole
bactoclav
bactofer o
bactofix
bactopic
bactosun
bactreat
bactreat b
bactrex
bactrexin
bactrias
bactricef
bactriderm
bactrigon
bactroban
bactrodix
bactrofar
bactromed
bactropen plus
bactrostar
bactroxime
bactroxime ds
bacxime
baczartan
baczillin
baczin
baczone
bagabrit
bageda
bagogem
bagotax
bagoxed
balanced b 100
balanced b 50
balmax
balsamo carminativo
balsartec 80
balsartec 160
balstimax
balversa
bambec
bampi 1
bamvit c
banbakt
bandax
bantopraz
bapicrem
baplatin
barcef
barole
barole 20
barominic
baropyrine
barozin
barudon
basagine
basaglar kwikpen
batriban
baulivit b
bavarian brew
bavencio
baxolyn
baytrine
bazic
bazicort
bcomfirst
bcomstan
bd chloraprep tm tint
bd chlorapreptm clear
bdcaspo 50
bdcaspo 70
bdenza
bdfoie 10
bdfoie 4
bdgef
bdimi c 250
bdimi c 500
bdlypo
bdmero 1000
bdmero 500
bdocin 150
bdocin 500
be td
bearse
beautamin a 0025
beautederm day and night toner
beautederm night cream 1
becaine heavy
beclex iv
beclo
beclo c
beclocort 100
beclofast
become plex
becurium
bee all
beecom c ace
beefer plus
beenostel
beetab
begesic
beisartan
beisol
belara
belavit
belcetra
belcytax
belcytere
belfur
belizar
belket
bellaskin
bellazole
bellis
belloid
bellucaine h
bellurak
belluroxi 750
bellustat
belphrine
beludan 2
beludan 4
beluxan
belvadox
bemefor
bemunat 100
bemunat 25
benace
benadrex
benadryl
benadryl ah
benadryl allergy
benadryl exp
benadryl one
benaxil
bencodyl linctus
bendaget
bendared
bendexime
bendipine
benedex
benefit
benefix
benerv b
benerva forte
benerva plus
benflam
beniforte
benjasol
bensarex
benuvit c
benzac spots treatment
benzaclir
benzadiq
benzally
benzimir
benzoderm
benzomed
benzoper
benzosed
bepotas
bepsar
bepsar 100
berafen
beragout
beralactone
beralipids
berapraz
berapred
beraxime
beraxime ds
berazith
berazoba 225
berazoba 45
bercef
bercurex 1
berirab p
bermucef
berocca energy
berocca immuno
berocca performance
beroccar immuno
berodual f udv
berrinerve
berrydazole
bersevel
bertocil
bertram
beryfresh
berzide 125
berzide 25
berzimax
berzimax 500
besartan
besarth plus
besilopin
bespirin
bestamol
bestatin
bestdazole
bestine
bestine 24
bestprazole
bestpromep
bestricare
besylon
besylon plus
besymed
bet cream
beta d
betacard
betacard reformulated
betacare
betacert
betacin n
betacor
betacrem
betaderm
betadex
betadine
betadine throataid honey and lemon flavor
betadine throataid menthol eucalyptus flavor
betadol
betady
betaferon
betahisdin
betahiz
betahiz 24
betalbee
betalex
betaloc
betam
betamed
betamethasone as valerate
betamethasone diproprionate clotrimazole gentamicin sulfate
betamin forte
betamox
betaneosaph
betapplied
betariti
betaroid
betasaph
betasol
betaton gold
betatristin
betava
betavasc
betavate
betavert
betavex g
betazak 16
betazak 8
betazar
betazok
betcef
betclogen
beterub
betet balm
betet brand hot medicated oil
betet parrot brand medicated oil
